DATE,LOCATION,$LOSS,$RECOVERED,OFFICER,THEFT_TYPE
"07-05-2013","5900 BLOCK FREMONT ST",3,0,"1637 JOCHUM","LARC-SHOPLIFT"
"07-05-2013","1300 BLOCK N 20TH ST",530,0,"1646 JENSEN","LARC-FROM MOTOR VEH"
"07-05-2013","600 BLOCK W DAWES AVE",3000,0,"1624 ATKINSON","AUTO THEFT"
"07-05-2013","5100 BLOCK N 57TH ST",15,15,"1218 BRODD","LARC-VEH.ACCESS."
"07-05-2013","3700 BLOCK L ST",250,0,"3361 KOERNER","LARC-STOLEN BIKE"
"07-05-2013","6000 BLOCK A ST",1500,0,"1118 YINDRICK JR.","LARC-FROM MOTOR VEH"
"07-05-2013","1000 BLOCK N 53RD ST",100,0,"1285 MOORE","LARC-OTHER"
"07-05-2013","3400 BLOCK N COTNER BLVD",340,0,"1294 CLELAND","LARC-OTHER"
"07-05-2013","600 BLOCK W B ST",2,0,"743 LINGELBACH","LARC-FROM MOTOR VEH"
"07-05-2013","400 BLOCK N 48TH ST",150,0,"1285 MOORE","LARC-SHOPLIFT"
"07-05-2013","5000 BLOCK COLFAX AVE",150,0,"1218 BRODD","LARC-FROM MOTOR VEH"
"07-05-2013","1600 BLOCK N 21ST ST",1500,0,"885 FLOOD","AUTO THEFT"
"07-05-2013","3200 BLOCK HOLDREGE ST",100,0,"1438 HILGER","LARC-STOLEN BIKE"
"07-05-2013","100 BLOCK Q ST",200,0,"950 PACHUNKA","LARC-FROM BUILDING"
"07-05-2013","800 BLOCK N 34TH ST",722,0,"1667 SCHWARTZ","LARC-FROM MOTOR VEH"
"07-05-2013","5000 BLOCK N 27TH ST",25,0,"3380 CERRA","LARC-FROM BUILDING"
"07-05-2013","4400 BLOCK N 1ST ST",33,0,"1259 FAZ","LARC-VEH.ACCESS."
"07-05-2013","600 BLOCK NORTHBOROUGH LN",400,0,"1642 WILKINSON","LARC-FROM BUILDING"
"07-05-2013","1500 BLOCK N 32ND ST",10,0,"1667 SCHWARTZ","LARC-FROM BUILDING"
"07-05-2013","6000 BLOCK KNOX ST",150,0,"1613 DOLBERG","LARC-VEH.ACCESS."
"07-05-2013","4700 BLOCK N 27TH ST",13,13,"1599 GENOWAYS","LARC-SHOPLIFT"
"07-05-2013","3000 BLOCK N 14TH ST",50,0,"1584 FISHER","LARC-FROM BUILDING"
"07-05-2013","",150,0,"1584 FISHER","LARC-FROM MOTOR VEH"
"07-05-2013","3000 BLOCK N ST",80,80,"3380 CERRA","LARC-STOLEN BIKE"
"07-05-2013","1700 BLOCK SOUTH ST",20,20,"1608 NITZ","LARC-SHOPLIFT"
"07-05-2013","300 BLOCK ORCUTT AVE",25,0,"1681 FELDHAUS","LARC-OTHER"
"07-05-2013","1200 BLOCK S 48TH ST",210,210,"1439 GOODWIN","LARC-VEH.ACCESS."
"07-06-2013","SUNRISE/MULDER",50,0,"965 FITCH","LARC-VEH.ACCESS."
"07-06-2013","27TH/CORNHUSKER",73,0,"1275 LEEDOM","LARC-FROM BUILDING"
"07-06-2013","1900 BLOCK SOUTH ST",15,0,"155 DAVIS","LARC-VEH.ACCESS."
"07-06-2013","6100 BLOCK NW 2ND CIR",10,0,"1471 QUANDT","LARC-FROM MOTOR VEH"
"07-06-2013","5200 BLOCK S 48TH ST",1,0,"859 POYER","LARC-FROM MOTOR VEH"
"07-06-2013","5200 BLOCK S 48TH ST",0,0,"859 POYER","LARC-FROM MOTOR VEH"
"07-06-2013","6100 BLOCK NW 2ND CIR",3,0,"1471 QUANDT","LARC-FROM MOTOR VEH"
"07-06-2013","6100 BLOCK NW 2ND CIR",0,0,"1471 QUANDT","LARC-FROM MOTOR VEH"
"07-06-2013","2500 BLOCK STOCKWELL ST",0,0,"1273 MAXWELL","LARC-FROM MOTOR VEH"
"07-06-2013","5400 BLOCK W BRIXTON DR",217,0,"1471 QUANDT","LARC-FROM MOTOR VEH"
"07-06-2013","400 BLOCK E ST",185,120,"1275 LEEDOM","LARC-FROM BUILDING"
"07-06-2013","700 BLOCK S 19TH ST",200,0,"962 PRATT","LARC-FROM BUILDING"
"07-06-2013","2600 BLOCK TICONDEROGA DR",1,0,"763 HOEFER","LARC-SHOPLIFT"
"07-06-2013","2800 BLOCK S 70TH ST",500,0,"859 POYER","LARC-FROM BUILDING"
"07-06-2013","200 BLOCK N 48TH ST",8,8,"792 HUNT","LARC-SHOPLIFT"
"07-06-2013","5200 BLOCK PAWNEE RD",3900,0,"1568 MESSERSMITH","AUTO THEFT"
"07-06-2013","8700 BLOCK ANDERMATT DR",20,20,"1660 DAHLGREN","LARC-SHOPLIFT"
"07-06-2013","2600 BLOCK CORNHUSKER HWY",194,194,"927 ROBERTS","LARC-SHOPLIFT"
"07-06-2013","5000 BLOCK O ST",30,30,"1688 HERMES","LARC-SHOPLIFT"
"07-06-2013","1100 BLOCK P ST",257,0,"417 SCISSORS-DOMGARD","LARC-FROM BUILDING"
"07-06-2013","2500 BLOCK NW 12TH ST",70,0,"1471 QUANDT","LARC-SELF SERVE GAS"
"07-06-2013","1400 BLOCK N 48TH ST",150,0,"1688 HERMES","LARC-STOLEN BIKE"
"07-06-2013","4700 BLOCK N 27TH ST",96,96,"1707 PAPKE","LARC-SHOPLIFT"
"07-06-2013","800 BLOCK GARFIELD ST",250,0,"1611 HOWARD","LARC-FROM BUILDING"
"07-07-2013","5800 BLOCK TANGEMAN TER",8058,8058,"1618 FIELDS","AUTO THEFT"
"07-07-2013","2400 BLOCK N MAIN ST",50,0,"1393 WOLF","LARC-FROM BUILDING"
"07-07-2013","600 BLOCK SURFSIDE DR",87,0,"1393 WOLF","LARC-FROM MOTOR VEH"
"07-07-2013","4500 BLOCK BEL-RIDGE DR",500,0,"927 ROBERTS","LARC-VEH.ACCESS."
"07-07-2013","4100 BLOCK S 17TH ST",425,0,"1369 WEBER","LARC-OTHER"
"07-07-2013","3600 BLOCK WASHINGTON ST",50,25,"965 FITCH","LARC-FROM MOTOR VEH"
"07-07-2013","1600 BLOCK DEWEESE DR",68,0,"1508 NICHOLS","LARC-FROM BUILDING"
"07-07-2013","1700 BLOCK WASHINGTON ST",50,0,"941 PRATT","LARC-STOLEN BIKE"
"07-07-2013","4600 BLOCK BRIARPARK DR",52,0,"1222 WHERRY","LARC-FROM MOTOR VEH"
"07-07-2013","1900 BLOCK E ST",350,0,"597 BURDA","LARC-STOLEN BIKE"
"07-07-2013","3200 BLOCK NW 12TH ST",850,0,"1471 QUANDT","LARC-FROM BUILDING"
"07-07-2013","4700 BLOCK N 27TH ST",39,39,"763 HOEFER","LARC-SHOPLIFT"
"07-07-2013","6100 BLOCK NW 2ND CIR",6,0,"1471 QUANDT","LARC-FROM MOTOR VEH"
"07-07-2013","2900 BLOCK PINE LAKE RD",30,30,"1222 WHERRY","LARC-SHOPLIFT"
"07-07-2013","7100 BLOCK N 16TH ST",75,0,"763 HOEFER","LARC-OTHER"
"07-07-2013","2200 BLOCK S 8TH ST",24,0,"1273 MAXWELL","LARC-OTHER"
"07-07-2013","6100 BLOCK NW 2ND CIR",0,0,"1471 QUANDT","LARC-FROM MOTOR VEH"
"07-07-2013","100 BLOCK S 66TH ST",22,22,"1701 LESIAK","LARC-SHOPLIFT"
"07-07-2013","2500 BLOCK N ST",0,0,"1667 SCHWARTZ","LARC-FROM MOTOR VEH"
"07-07-2013","",15,0,"1436 HARMON","LARC-VEH.ACCESS."
"07-07-2013","3400 BLOCK N 27TH ST",48,48,"1589 LOPEZ","LARC-SHOPLIFT"
"07-07-2013","3000 BLOCK PINE LAKE RD",426,0,"1513 WOLBERT","LARC-FROM BUILDING"
"07-07-2013","500 BLOCK SUMNER ST",75,0,"1307 WAGNER","LARC-STOLEN BIKE"
"07-07-2013","3000 BLOCK PINE LAKE RD",285,100,"1513 WOLBERT","LARC-FROM BUILDING"
"07-07-2013","4400 BLOCK N 7TH ST",200,0,"1329 STEGMAN","LARC-OTHER"
"07-08-2013","2100 BLOCK K ST",12,12,"1189 STUMBO","LARC-SHOPLIFT"
"07-08-2013","4200 BLOCK NORTH PARK BLVD",53,0,"1707 PAPKE","LARC-FROM MOTOR VEH"
"07-08-2013","2100 BLOCK K ST",1,1,"1693 HAMM","LARC-SHOPLIFT"
"07-08-2013","1300 BLOCK COURT ST",180,0,"763 HOEFER","LARC-FROM MOTOR VEH"
"07-08-2013","7300 BLOCK S 33RD ST",43,11,"760 HENSEL","LARC-FROM MOTOR VEH"
"07-08-2013","",1600,0,"1471 QUANDT","AUTO THEFT"
"07-08-2013","6200 BLOCK MAPLE VIEW DR",280,0,"1369 WEBER","LARC-OTHER"
"07-08-2013","6100 BLOCK N 56TH ST",4200,4200,"1285 MOORE","AUTO THEFT"
"07-08-2013","3900 BLOCK S FOLSOM ST",5,0,"1369 WEBER","LARC-OTHER"
"07-08-2013","3700 BLOCK O ST",500,0,"965 FITCH","LARC-VEH.ACCESS."
"07-08-2013","2300 BLOCK CORNHUSKER HWY",44,0,"927 ROBERTS","LARC-SELF SERVE GAS"
"07-08-2013","300 BLOCK N 27TH ST",6,6,"1523 LASHLEY","LARC-SHOPLIFT"
"07-08-2013","3400 BLOCK NW MICHAEL ST",20,0,"1471 QUANDT","LARC-STOLEN BIKE"
"07-08-2013","1300 BLOCK N 14TH ST",6000,6000,"763 HOEFER","AUTO THEFT"
"07-08-2013","2100 BLOCK A ST",50,0,"1420 JACKSON","LARC-STOLEN BIKE"
"07-08-2013","3000 BLOCK S ST",330,0,"1563 RENNERFELDT","LARC-OTHER"
"07-08-2013","5300 BLOCK MADISON AVE",50,0,"643 FLUITT","LARC-OTHER"
"07-08-2013","3400 BLOCK N 85TH ST",69,4,"1517 WUNDERLICH","LARC-SHOPLIFT"
"07-08-2013","1400 BLOCK N 45TH ST",150,0,"1695 MISCAVAGE","LARC-VEH.ACCESS."
"07-08-2013","6800 BLOCK S 27TH ST",55,55,"1273 MAXWELL","LARC-SHOPLIFT"
"07-08-2013","4200 BLOCK S 27TH ST",30,30,"1702 JARECKE","LARC-SHOPLIFT"
"07-08-2013","2100 BLOCK S 9TH ST",20,0,"417 SCISSORS-DOMGARD","LARC-VEH.ACCESS."
"07-08-2013","1100 BLOCK N 30TH ST",0,0,"1503 NELSON","LARC-FROM MOTOR VEH"
"07-08-2013","1100 BLOCK N 30TH ST",10,0,"1503 NELSON","LARC-VEH.ACCESS."
"07-08-2013","2900 BLOCK PINE LAKE RD",98,98,"1702 JARECKE","LARC-SHOPLIFT"
"07-08-2013","1400 BLOCK G ST",1,0,"1568 MESSERSMITH","LARC-FROM BUILDING"
"07-08-2013","6800 BLOCK S 27TH ST",56,0,"830 CODY","LARC-SHOPLIFT"
"07-08-2013","2900 BLOCK PINE LAKE RD",60,0,"1702 JARECKE","LARC-SHOPLIFT"
"07-08-2013","",87,0,"1485 NOORDHOEK","LARC-VEH.ACCESS."
"07-08-2013","5200 BLOCK S 56TH ST",76,0,"1710 TAYLOR","LARC-FROM MOTOR VEH"
"07-08-2013","1700 BLOCK CORNHUSKER ST",100,0,"830 CODY","LARC-FROM BUILDING"
"07-08-2013","5600 BLOCK HARDING DR",150,0,"1589 LOPEZ","LARC-STOLEN BIKE"
"07-08-2013","5600 BLOCK HARDING DR",120,0,"1589 LOPEZ","LARC-STOLEN BIKE"
"07-09-2013","4700 BLOCK CALVERT ST",59,0,"1691 BONKIEWICZ","LARC-SELF SERVE GAS"
"07-09-2013","4900 BLOCK CLEVELAND AVE",1000,1000,"1188 URKEVICH","AUTO THEFT"
"07-09-2013","300 BLOCK S 54TH ST",50,0,"337 STANDLEY","LARC-OTHER"
"07-09-2013","2500 BLOCK N 63RD ST",50,0,"597 BURDA","LARC-OTHER"
"07-09-2013","700 BLOCK W WASHINGTON ST",490,0,"1195 ADAMS","LARC-FROM MOTOR VEH"
"07-09-2013","800 BLOCK N 27TH ST",12000,0,"1331 RIPLEY","LARC-OTHER"
"07-09-2013","1500 BLOCK OLD FARM RD",0,0,"1273 MAXWELL","LARC-FROM MOTOR VEH"
"07-09-2013","700 BLOCK W WASHINGTON ST",4,0,"1275 LEEDOM","LARC-FROM MOTOR VEH"
"07-09-2013","4700 BLOCK N 27TH ST",300,0,"764 SCHAAF","LARC-FROM BUILDING"
"07-09-2013","2900 BLOCK NW 12TH ST",45,0,"1186 ALESCH","LARC-SELF SERVE GAS"
"07-09-2013","8700 BLOCK ANDERMATT DR",20,0,"805 PUCKET","LARC-SHOPLIFT"
"07-09-2013","1000 BLOCK N ST",600,0,"597 BURDA","LARC-FROM BUILDING"
"07-09-2013","4700 BLOCK N 27TH ST",199,0,"927 ROBERTS","LARC-SHOPLIFT"
"07-09-2013","6800 BLOCK S 27TH ST",48,48,"1420 JACKSON","LARC-SHOPLIFT"
"07-09-2013","1100 BLOCK F ST",1,0,"877 HURLEY","LARC-FROM BUILDING"
"07-09-2013","4800 BLOCK RANDOLPH ST",48,48,"1710 TAYLOR","LARC-SELF SERVE GAS"
"07-09-2013","6100 BLOCK O ST",42,42,"1399 DOMANSKI","LARC-SHOPLIFT"
"07-09-2013","100 BLOCK S 66TH ST",13,13,"1664 MC BRIDE","LARC-SHOPLIFT"
"07-09-2013","5000 BLOCK N 27TH ST",436,436,"1393 WOLF","LARC-SHOPLIFT"
"07-09-2013","4600 BLOCK PRESCOTT AVE",20,0,"1631 REHA","LARC-FROM BUILDING"
"07-09-2013","3200 BLOCK HOLDREGE ST",50,0,"1704 MOREHOUSE","LARC-SELF SERVE GAS"
"07-09-2013","2600 BLOCK N 70TH ST",2500,1200,"1517 WUNDERLICH","AUTO THEFT"
"07-09-2013","",15,0,"1704 MOREHOUSE","LARC-VEH.ACCESS."
"07-10-2013","100 BLOCK W FLETCHER AVE",20,20,"1578 MIKA","LARC-SHOPLIFT"
"07-10-2013","1600 BLOCK N 21ST ST",2250,2200,"1650 JENNINGS","AUTO THEFT"
"07-10-2013","4400 BLOCK N 24TH ST",0,0,"783 HINTON","LARC-VEH.ACCESS."
"07-10-2013","1300 BLOCK W BOND CIR",350,0,"950 PACHUNKA","LARC-FROM MOTOR VEH"
"07-10-2013","3200 BLOCK N 33RD ST",650,0,"244 CLELAND","LARC-VEH.ACCESS."
"07-10-2013","3900 BLOCK TOUZALIN AVE",4495,4495,"716 DOMEIER","AUTO THEFT"
"07-10-2013","3200 BLOCK N 33RD ST",0,0,"244 CLELAND","LARC-FROM MOTOR VEH"
"07-10-2013","3200 BLOCK N 33RD ST",0,0,"244 CLELAND","LARC-FROM MOTOR VEH"
"07-10-2013","3500 BLOCK PORTIA ST",600,0,"783 HINTON","LARC-FROM BUILDING"
"07-10-2013","5300 BLOCK N 57TH ST",4,0,"716 DOMEIER","LARC-OTHER"
"07-10-2013","900 BLOCK N 48TH ST",269,0,"1285 MOORE","LARC-OTHER"
"07-10-2013","4200 BLOCK KNOX ST",50,0,"1285 MOORE","LARC-STOLEN BIKE"
"07-10-2013","7100 BLOCK VAN DORN ST",100,0,"337 STANDLEY","LARC-FROM BUILDING"
"07-10-2013","4700 BLOCK PIERCE DR",750,750,"1218 BRODD","LARC-OTHER"
"07-10-2013","6000 BLOCK CORNHUSKER HWY",15,0,"1285 MOORE","LARC-SELF SERVE GAS"
"07-10-2013","400 BLOCK N 84TH ST",87,0,"1285 MOORE","LARC-SHOPLIFT"
"07-10-2013","9300 BLOCK WISHING WELL DR",50,50,"1710 TAYLOR","LARC-OTHER"
"07-10-2013","1300 BLOCK O ST",20,20,"1553 JUNKER","LARC-OTHER"
"07-10-2013","1800 BLOCK P ST",420,0,"1631 REHA","LARC-FROM BUILDING"
"07-10-2013","4700 BLOCK N 27TH ST",54,54,"1591 BEASLEY","LARC-SHOPLIFT"
"07-10-2013","6200 BLOCK N 56TH ST",0,0,"1677 SCOVILL","LARC-FROM MOTOR VEH"
"07-10-2013","4000 BLOCK LENOX AVE",50,50,"1652 KAISER","LARC-OTHER"
"07-10-2013","8000 BLOCK TALBOT TRL",300,0,"1701 LESIAK","LARC-STOLEN BIKE"
"07-10-2013","1700 BLOCK WASHINGTON ST",42,42,"1623 DLOUHY","LARC-SHOPLIFT"
"07-10-2013","1200 BLOCK N 9TH ST",30,0,"1599 GENOWAYS","LARC-FROM MOTOR VEH"
"07-10-2013","2100 BLOCK K ST",30,0,"1671 PETERSEN","LARC-SELF SERVE GAS"
"07-10-2013","1300 BLOCK N 47TH ST",520,520,"1681 FELDHAUS","LARC-FROM BUILDING"
"07-11-2013","500 BLOCK F ST",170,0,"1435 ROBY","LARC-STOLEN BIKE"
"07-11-2013","2100 BLOCK BRADFIELD DR",0,0,"805 PUCKET","LARC-VEH.ACCESS."
"07-11-2013","WHITEWATER LN & SILVERTHORN DR",100,100,"783 HINTON","LARC-VEH.ACCESS."
"07-11-2013","2900 BLOCK N 40TH ST",270,0,"1285 MOORE","LARC-FROM BUILDING"
"07-11-2013","",610,610,"792 HUNT","LARC-FROM MOTOR VEH"
"07-11-2013","100 BLOCK COLLEGE PARK CIR",800,800,"792 HUNT","AUTO THEFT"
"07-11-2013","400 BLOCK N 84TH ST",124,124,"716 DOMEIER","LARC-SHOPLIFT"
"07-11-2013","2400 BLOCK LYNN ST",20,0,"1336 HILL","LARC-FROM BUILDING"
"07-11-2013","4100 BLOCK W O ST",160,0,"950 PACHUNKA","LARC-VEH.ACCESS."
"07-11-2013","8600 BLOCK ECHO CT",225,0,"805 PUCKET","LARC-OTHER"
"07-11-2013","3300 BLOCK P ST",25,0,"925 BLOWERS","LARC-FROM MOTOR VEH"
"07-11-2013","2900 BLOCK NW 12TH ST",61,0,"950 PACHUNKA","LARC-SELF SERVE GAS"
"07-11-2013","5500 BLOCK NW TUDOR LN",386,0,"783 HINTON","LARC-FROM MOTOR VEH"
"07-11-2013","4400 BLOCK KNOX ST",0,0,"1218 BRODD","LARC-FROM MOTOR VEH"
"07-11-2013","2400 BLOCK S 13TH ST",17,17,"1698 REDLIN","LARC-FROM BUILDING"
"07-11-2013","2200 BLOCK S 48TH ST",5,0,"1686 SCHIEFELBEIN","LARC-OTHER"
"07-11-2013","400 BLOCK N 84TH ST",82,0,"1681 FELDHAUS","LARC-SHOPLIFT"
"07-11-2013","2900 BLOCK N 27TH ST",100,0,"1584 FISHER","LARC-FROM MOTOR VEH"
"07-11-2013","4700 BLOCK BIRCH HOLLOW DR",75,0,"779 MURPHY","LARC-OTHER"
"07-11-2013","4400 BLOCK JUDSON ST",0,0,"1682 WINTER","LARC-FROM MOTOR VEH"
"07-11-2013","4400 BLOCK JUDSON ST",0,0,"1682 WINTER","LARC-FROM MOTOR VEH"
"07-11-2013","5000 BLOCK N 27TH ST",118,118,"1625 KOPSA","LARC-SHOPLIFT"
"07-11-2013","1200 BLOCK S 21ST ST",20,20,"1607 SCHOENBECK","LARC-OTHER"
"07-11-2013","541 S 18TH #5",51,0,"1631 REHA","LARC-FROM BUILDING"
"07-11-2013","19TH/J;19-20,J-G ALLEY",200,0,"1620 EIRICH","LARC-STOLEN BIKE"
"07-12-2013","3500 BLOCK N 40TH ST",5100,3100,"244 CLELAND","AUTO THEFT"
"07-12-2013","2600 BLOCK WOODSDALE BLVD",25,0,"3361 KOERNER","LARC-OTHER"
"07-12-2013","2500 BLOCK KIMCO CT",40,0,"783 HINTON","LARC-VEH.ACCESS."
"07-12-2013","3100 BLOCK ORCHARD ST",150,0,"1698 REDLIN","LARC-VEH.ACCESS."
"07-12-2013","2500 BLOCK KIMCO CT",50,0,"783 HINTON","LARC-VEH.ACCESS."
"07-12-2013","4300 BLOCK CORNHUSKER HWY",200,200,"1285 MOORE","LARC-STOLEN BIKE"
"07-12-2013","8800 BLOCK O ST",100,0,"716 DOMEIER","LARC-FROM BUILDING"
"07-12-2013","3300 BLOCK N 74TH ST",1150,0,"792 HUNT","LARC-FROM BUILDING"
"07-12-2013","5800 BLOCK S 45TH ST",125,0,"3380 CERRA","LARC-OTHER"
"07-12-2013","400 BLOCK LARAMIE TRL",75,0,"244 CLELAND","LARC-FROM BUILDING"
"07-12-2013","6800 BLOCK S 27TH ST",40,40,"921 HOLM","LARC-SHOPLIFT"
"07-12-2013","2200 BLOCK ORCHARD ST",50,50,"3380 CERRA","LARC-OTHER"
"07-12-2013","7100 BLOCK S 30TH PL",200,0,"1549 WAMBOLD","LARC-VEH.ACCESS."
"07-12-2013","2600 BLOCK TICONDEROGA DR",12,0,"1584 FISHER","LARC-SHOPLIFT"
"07-12-2013","8200 BLOCK O ST",98,0,"1549 WAMBOLD","LARC-SELF SERVE GAS"
"07-12-2013","2900 BLOCK PINE LAKE RD",85,85,"1513 WOLBERT","LARC-SHOPLIFT"
"07-12-2013","4700 BLOCK N 27TH ST",209,0,"956 EHRHORN","LARC-FROM MOTOR VEH"
"07-12-2013","500 BLOCK W CORNHUSKER HWY",45,0,"1599 GENOWAYS","LARC-SELF SERVE GAS"
"07-12-2013","2400 BLOCK NW 9TH ST",385,0,"1700 VILLAMONTE","LARC-FROM BUILDING"
"07-12-2013","3200 BLOCK J ST",73,0,"1706 COLEMAN","LARC-OTHER"
"07-12-2013","300 BLOCK S 26TH ST",50,50,"1667 SCHWARTZ","LARC-FROM BUILDING"
"07-12-2013","900 BLOCK S 27TH ST",14,0,"1686 SCHIEFELBEIN","LARC-SHOPLIFT"
"07-12-2013","1000 BLOCK SOUTH ST",3500,3500,"834 MCGAHAN","AUTO THEFT"
"07-13-2013","2300 BLOCK N 1ST ST",1,1,"1625 KOPSA","LARC-SHOPLIFT"
"07-13-2013","400 BLOCK GLENHAVEN DR",105,0,"1404 WILHELM","LARC-FROM BUILDING"
"07-13-2013","4700 BLOCK BRIARPARK DR",7,0,"760 HENSEL","LARC-FROM BUILDING"
"07-13-2013","1900 BLOCK O ST",5,0,"1698 REDLIN","LARC-FROM MOTOR VEH"
"07-13-2013","2500 BLOCK D ST",180,0,"956 EHRHORN","LARC-OTHER"
"07-13-2013","2700 BLOCK N 11TH ST",75,0,"244 CLELAND","LARC-FROM BUILDING"
"07-13-2013","3500 BLOCK N 44TH ST",300,0,"1530 PETERSEN","LARC-OTHER"
"07-13-2013","2900 BLOCK FRANKLIN ST",55,55,"965 FITCH","LARC-FROM MOTOR VEH"
"07-13-2013","38TH / LAKE",50,0,"1118 YINDRICK JR.","LARC-FROM MOTOR VEH"
"07-13-2013","1200 BLOCK D ST",50,50,"720 MCANDREW","LARC-OTHER"
"07-13-2013","2400 BLOCK N MAIN ST",15,0,"1435 ROBY","LARC-VEH.ACCESS."
"07-13-2013","1100 BLOCK GARBER AVE",0,0,"1294 CLELAND","LARC-FROM MOTOR VEH"
"07-13-2013","2200 BLOCK Q ST",0,0,"1336 HILL","LARC-FROM MOTOR VEH"
"07-13-2013","3000 BLOCK N ST",15,0,"417 SCISSORS-DOMGARD","LARC-VEH.ACCESS."
"07-13-2013","3700 BLOCK CORNHUSKER HWY",3000,3000,"783 HINTON","AUTO THEFT"
"07-13-2013","1900 BLOCK K ST",0,0,"720 MCANDREW","LARC-FROM MOTOR VEH"
"07-13-2013","800 BLOCK W O ST",15,15,"444 CATES","LARC-VEH.ACCESS."
"07-13-2013","6100 BLOCK O ST",26,26,"1688 HERMES","LARC-SHOPLIFT"
"07-13-2013","3900 BLOCK A ST",71,0,"1664 MC BRIDE","LARC-SELF SERVE GAS"
"07-13-2013","1100 BLOCK S CODDINGTON AVE",33,0,"720 MCANDREW","LARC-SELF SERVE GAS"
"07-13-2013","2000 BLOCK G ST",10,0,"956 EHRHORN","LARC-FROM MOTOR VEH"
"07-13-2013","4200 BLOCK S 27TH ST",25,0,"1513 WOLBERT","LARC-SHOPLIFT"
"07-13-2013","300 BLOCK S 25TH ST",26,26,"1667 SCHWARTZ","LARC-FROM MOTOR VEH"
"07-13-2013","400 BLOCK N 25TH ST",50,40,"1553 JUNKER","LARC-OTHER"
"07-13-2013","400 BLOCK N 48TH ST",130,0,"1633 HALLOWELL","LARC-SHOPLIFT"
"07-13-2013","1800 BLOCK N 24TH ST",130,130,"1621 SCHAMBER","LARC-STOLEN BIKE"
"07-13-2013","4400 BLOCK CORNHUSKER HWY",39,0,"1640 FISHER","LARC-SELF SERVE GAS"
"07-13-2013","4700 BLOCK N 27TH ST",35,35,"1599 GENOWAYS","LARC-SHOPLIFT"
"07-13-2013","100 BLOCK W FLETCHER AVE",26,0,"1624 ATKINSON","LARC-SHOPLIFT"
"07-13-2013","2500 BLOCK CORNHUSKER HWY",15,0,"1664 MC BRIDE","LARC-VEH.ACCESS."
"07-14-2013","4400 BLOCK O ST",6140,6100,"1694 ZARASVAND","AUTO THEFT"
"07-14-2013","3500 BLOCK CORNHUSKER HWY",2500,2500,"1599 GENOWAYS","AUTO THEFT"
"07-14-2013","4400 BLOCK O ST",1,0,"1659 GEORGE, JR","LARC-SHOPLIFT"
"07-14-2013","2900 BLOCK N 14TH ST",50,0,"1599 GENOWAYS","LARC-SELF SERVE GAS"
"07-14-2013","5900 BLOCK QUEENS DR",5500,5500,"941 PRATT","AUTO THEFT"
"07-14-2013","1400 BLOCK ARAPAHOE ST",127,0,"1420 JACKSON","LARC-OTHER"
"07-14-2013","1700 BLOCK K ST",3500,3500,"1275 LEEDOM","AUTO THEFT"
"07-14-2013","1500 BLOCK SUMNER ST",350,0,"1456 YAUSSI","LARC-STOLEN BIKE"
"07-14-2013","1300 BLOCK S 44TH ST",15,0,"337 STANDLEY","LARC-OTHER"
"07-14-2013","3100 BLOCK S 35TH RD",23,0,"965 FITCH","LARC-FROM MOTOR VEH"
"07-14-2013","6800 BLOCK S 27TH ST",163,163,"1273 MAXWELL","LARC-SHOPLIFT"
"07-14-2013","6800 BLOCK N 27TH ST",15,0,"764 SCHAAF","LARC-SHOPLIFT"
"07-14-2013","1000 BLOCK ISAAC DR",1,0,"1586 MARTIN","LARC-OTHER"
"07-14-2013","7100 BLOCK OLD POST RD",80,0,"417 SCISSORS-DOMGARD","LARC-STOLEN BIKE"
"07-14-2013","7300 BLOCK S 27TH ST",2,0,"1704 MOREHOUSE","LARC-FROM BUILDING"
"07-14-2013","4700 BLOCK N 27TH ST",54,0,"1589 LOPEZ","LARC-SHOPLIFT"
"07-15-2013","1100 BLOCK P ST",200,0,"1186 ALESCH","LARC-FROM BUILDING"
"07-15-2013","700 BLOCK FOLSOM LN",45,0,"877 HURLEY","LARC-FROM MOTOR VEH"
"07-15-2013","3300 BLOCK HOLDREGE ST",31,0,"1442 PAVELKA","LARC-SELF SERVE GAS"
"07-15-2013","100 BLOCK Q ST",1510,0,"1471 QUANDT","LARC-FROM BUILDING"
"07-15-2013","2900 BLOCK NW 12TH ST",150,0,"1186 ALESCH","LARC-VEH.ACCESS."
"07-15-2013","2300 BLOCK S 35TH ST",100,0,"1443 NORTON","LARC-FROM MOTOR VEH"
"07-15-2013","200 BLOCK N 14TH ST",76,0,"551 BURMEISTER","LARC-FROM BUILDING"
"07-15-2013","1100 BLOCK CALVERT ST",67,0,"1369 WEBER","LARC-FROM BUILDING"
"07-15-2013","1700 BLOCK N 48TH ST",404,0,"1285 MOORE","LARC-OTHER"
"07-15-2013","4400 BLOCK N 1ST ST",36,0,"764 SCHAAF","LARC-FROM MOTOR VEH"
"07-15-2013","1200 BLOCK N 10TH ST",59,0,"927 ROBERTS","LARC-SELF SERVE GAS"
"07-15-2013","4700 BLOCK N 27TH ST",27,0,"764 SCHAAF","LARC-SHOPLIFT"
"07-15-2013","2500 BLOCK N 9TH ST",300,300,"927 ROBERTS","AUTO THEFT"
"07-15-2013","6200 BLOCK NW 5TH ST",320,120,"1253 BRENNER","LARC-FROM MOTOR VEH"
"07-15-2013","3500 BLOCK N 40TH ST",15,15,"927 ROBERTS","LARC-VEH.ACCESS."
